# schema=2
# units: accel=m/s^2 (includes gravity), gyro=rad/s, latlon=deg WGS84, time=ms epoch anchored monotonic
# anchor: elapsedRealtimeNanos=116423195500635, currentTimeMillis=1787220487462
# device: samsung SM-S948B, android=16
# device_id=retrofit-sm-s948b-01
# nominal_rate_hz=100
# app_version=1.0
# battery_start_pct=91
# vehicle_id=95de9ea6-9c9f-4369-8b8f-bf542fa53f8d
# vehicle_type=van
# vehicle_make_model=Ford Transit
# vehicle_year=2011
# vehicle_suspension_type=torsion_beam
# vehicle_suspension_condition=worn
# vehicle_tire_size=215/75R16
# vehicle_tire_type=summer
# vehicle_load=half_load
# vehicle_mount=console
# vehicle_mount_rigid=true
# retrofit=v3.1-identity 2026-09-19 scripts/retrofit_v31.py
Time,Type,X,Y,Z,Latitude,Longitude
# event: t=1787220487474, type=accuracy_changed, sensor=gyro, accuracy=3
1787220488795,Accelerometer,0.3589234,-0.08135597,10.219746,,
1787220488803,Gyroscope,0.0033597562,-0.0073303776,-0.0048869182,,
1787220488803,Accelerometer,0.038285162,-0.16031912,9.865608,,
1787220488811,Gyroscope,0.011300999,0.0061086477,0.0024434591,,
1787220488812,Accelerometer,0.34217364,-0.17467605,9.846465,,
1787220488820,Gyroscope,0.008246674,0.0018325944,-0.0067195124,,
1787220488820,Accelerometer,0.46660042,-0.11724831,9.875179,,
1787220488828,Gyroscope,-9.162972E-4,-0.0036651888,0.0061086477,,
1787220488829,Accelerometer,0.33260235,-0.043070808,10.1288185,,
1787220488837,Gyroscope,0.004581486,-0.0030543238,-0.005497783,,
1787220488838,Accelerometer,0.124426775,-0.15792629,9.949356,,
1787220488845,Gyroscope,0.00763581,0.008552107,0.0036651888,,
1787220488846,Accelerometer,0.2321038,-0.19142582,9.889536,,
1787220488854,Gyroscope,0.0021380268,0.0018325944,-0.005497783,,
1787220488855,Accelerometer,0.52163535,-0.11964113,9.760324,,
1787220488862,Gyroscope,-0.011911863,-0.011606431,0.005497783,,
1787220488863,Accelerometer,0.33499518,-0.050249275,10.107283,,
1787220488871,Gyroscope,-0.0051923506,-0.0140498895,-0.0024434591,,
1787220488872,Accelerometer,0.16749759,-0.14117654,10.107283,,
1787220488879,Gyroscope,0.008857539,0.008552107,0.0024434591,,
1787220488880,Accelerometer,0.16749759,-0.20578274,9.91825,,
1787220488888,Gyroscope,0.016187917,0.014660755,-0.005497783,,
